36,Frankenstein,Mary Shelley,Gothic Fiction,1
37,The Count of Monte Cristo,Alexandre Dumas,Adventure,1
38,Dracula,Bram Stoker,Gothic Fiction,1
39,The Three Musketeers,Alexandre Dumas,Adventure,1
40,The Scarlet Letter,Nathaniel Hawthorne,Romantic Fiction,1
41,Gulliver's Travels,Jonathan Swift,Satire,1
42,The Canterbury Tales,Geoffrey Chaucer,Poetry,1
43,Emma,Jane Austen,Romance,1
44,The Chronicles of Narnia,C.S. Lewis,Fantasy,1
45,Lord of the Flies,William Golding,Allegory,1
46,Heart of Darkness,Joseph Conrad,Psychological Fiction,1
47,The Sound and the Fury,William Faulkner,Southern Gothic,1
48,Rebecca,Daphne du Maurier,Gothic Fiction,1
49,The Sun Also Rises,Ernest Hemingway,Modernist,1
50,A Farewell to Arms,Ernest Hemingway,War Novel,1
51,For Whom the Bell Tolls,Ernest Hemingway,War Novel,1
52,The Old Man and the Sea,Ernest Hemingway,Adventure,1
53,Animal Farm,George Orwell,Political Satire,1
54,The Little Prince,Antoine de Saint-Exupéry,Children's Literature,1
55,The Wind in the Willows,Kenneth Grahame,Children's Literature,1
56,Winnie-the-Pooh,A.A. Milne,Children's Literature,1
57,Charlotte's Web,E.B. White,Children's Literature,1
58,The Secret Garden,Frances Hodgson Burnett,Children's Literature,1
59,Anne of Green Gables,L.M. Montgomery,Children's Literature,1
60,The Adventures of Tom Sawyer,Mark Twain,Children's Literature,1
61,The Call of the Wild,Jack London,Adventure,1
62,The Jungle Book,Rudyard Kipling,Children's Literature,1
63,Robinson Crusoe,Daniel Defoe,Adventure,1
64,Treasure Island,Robert Louis Stevenson,Adventure,1
65,The Time Machine,H.G. Wells,Science Fiction,1
66,The War of the Worlds,H.G. Wells,Science Fiction,1
67,The Invisible Man,H.G. Wells,Science Fiction,1
68,Journey to the Center of the Earth,Jules Verne,Science Fiction,1
69,Twenty Thousand Leagues Under the Sea,Jules Verne,Science Fiction,1
70,Around the World in Eighty Days,Jules Verne,Adventure,1
71,Fahrenheit 451,Ray Bradbury,Dystopian,1
73,Foundation,Isaac Asimov,Science Fiction,1
74,Dune,Frank Herbert,Science Fiction,1
75,Neuromancer,William Gibson,Science Fiction,1
76,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Science Fiction Comedy,1
77,Slaughterhouse-Five,Kurt Vonnegut,Science Fiction,1
78,Cat's Cradle,Kurt Vonnegut,Science Fiction,1
79,2001: A Space Odyssey,Arthur C. Clarke,Science Fiction,1
80,The Handmaid's Tale,Margaret Atwood,Dystopian,1
81,The Bell Jar,Sylvia Plath,Psychological Fiction,1
82,Mrs. Dalloway,Virginia Woolf,Modernist,1
83,To the Lighthouse,Virginia Woolf,Modernist,1
84,Orlando,Virginia Woolf,Modernist,1
85,A Room of One's Own,Virginia Woolf,Essay,1
86,Beloved,Toni Morrison,Historical Fiction,1
87,Song of Solomon,Toni Morrison,Magical Realism,1
88,The Bluest Eye,Toni Morrison,Psychological Fiction,1
89,Things Fall Apart,Chinua Achebe,Historical Fiction,1
90,No Longer at Ease,Chinua Achebe,Historical Fiction,1
91,Arrow of God,Chinua Achebe,Historical Fiction,1
92,The Color Purple,Alice Walker,Epistolary Fiction,1
93,Their Eyes Were Watching God,Zora Neale Hurston,Coming-of-age Fiction,1
94,One Flew Over the Cuckoo's Nest,Ken Kesey,Psychological Fiction,1
95,A Clockwork Orange,Anthony Burgess,Dystopian,1
96,Native Son,Richard Wright,Psychological Fiction,1
97,Invisible Man,Ralph Ellison,Modernist,1
98,The Autobiography of Malcolm X,Malcolm X and Alex Haley,Autobiography,1
99,The Great Influenza,John M. Barry,History,1
100,In Cold Blood,Truman Capote,True Crime,1
101,The Double Helix,James D. Watson,Memoir,1
102,A Brief History of Time,Stephen Hawking,Science,1
103,The Origin of Species,Charles Darwin,Science,1
104,Silent Spring,Rachel Carson,Environmental Science,1
105,The Prince,Niccolò Machiavelli,Political Philosophy,1
106,The Republic,Plato,Philosophy,1
107,The Communist Manifesto,Karl Marx and Friedrich Engels,Political Philosophy,1
108,Das Kapital,Karl Marx,Political Economy,1
109,Democracy in America,Alexis de Tocqueville,Political Science,1
110,The Wealth of Nations,Adam Smith,Economics,1
111,The Art of War,Sun Tzu,Military Strategy,1
112,The Interpretation of Dreams,Sigmund Freud,Psychology,1
113,Beyond Good and Evil,Friedrich Nietzsche,Philosophy,1
114,Thus Spoke Zarathustra,Friedrich Nietzsche,Philosophy,1
115,The Second Sex,Simone de Beauvoir,Feminist Philosophy,1
116,Being and Nothingness,Jean-Paul Sartre,Philosophy,1
117,The Structure of Scientific Revolutions,Thomas S. Kuhn,Philosophy of Science,1
118,The Elements of Style,William Strunk Jr. and E.B. White,Writing Guide,1
119,The Hero with a Thousand Faces,Joseph Campbell,Comparative Mythology,1
120,The Golden Bough,James George Frazer,Comparative Mythology,1
121,The Histories,Herodotus,History,1
122,The History of the Peloponnesian War,Thucydides,History,1
123,The Confessions,Saint Augustine,Autobiography,1
124,The Social Contract,Jean-Jacques Rousseau,Political Philosophy,1
125,Leviathan,Thomas Hobbes,Political Philosophy,1
126,Two Treatises of Government,John Locke,Political Philosophy,1
127,On Liberty,John Stuart Mill,Political Philosophy,1
128,The Federalist Papers,Alexander Hamilton/James Madison/John Jay,Political Essays,1
129,The Declaration of Independence,Thomas Jefferson,Political Document,1
130,The Rights of Man,Thomas Paine,Political Philosophy,1
131,Common Sense,Thomas Paine,Political Philosophy,1
132,Meditations,Marcus Aurelius,Philosophy,1
133,Pensées,Blaise Pascal,Philosophy,1
134,Critique of Pure Reason,Immanuel Kant,Philosophy,1
135,Essays,Michel de Montaigne,Philosophy,1
136,Walden,Henry David Thoreau,Memoir,1
137,Civil Disobedience,Henry David Thoreau,Political Essay,1
138,Self-Reliance,Ralph Waldo Emerson,Essay,1
139,Nature,Ralph Waldo Emerson,Essay,1
140,Leaves of Grass,Walt Whitman,Poetry,1
141,The Waste Land,T.S. Eliot,Poetry,1
142,Four Quartets,T.S. Eliot,Poetry,1
143,The Complete Poems of Emily Dickinson,Emily Dickinson,Poetry,1
144,Songs of Innocence and of Experience,William Blake,Poetry,1
145,Paradise Lost,John Milton,Epic Poetry,1
146,Sonnets,William Shakespeare,Poetry,1
147,The Complete Works of William Shakespeare,William Shakespeare,Drama/Poetry,1
148,The Complete Tales and Poems of Edgar Allan Poe,Edgar Allan Poe,Short Stories/Poetry,1
149,Metamorphoses,Ovid,Poetry,1
150,The Complete Grimm's Fairy Tales,Jacob and Wilhelm Grimm,Folk Tales,1
151,Arabian Nights,Anonymous,Folk Tales,1
152,Aesop's Fables,Aesop,Fables,1
153,The Analects,Confucius,Philosophy,1
154,The Art of Happiness,Dalai Lama,Philosophy,1
155,Tao Te Ching,Lao Tzu,Philosophy,1
156,The I Ching,Anonymous,Divination Text,1
157,The Bible,Various,Religious Text,1
158,The Quran,Mohammed,Religious Text,1
159,The Dhammapada,Buddha,Religious Text,1
160,The Upanishads,Various,Religious Text,1
161,The Bhagavad Gita,Anonymous,Religious Text,1
162,The Talmud,Various,Religious Text,1
163,The Book of Mormon,Joseph Smith,Religious Text,1
164,The Name of the Rose,Umberto Eco,Historical Mystery,1
165,The Da Vinci Code,Dan Brown,Mystery Thriller,1
166,Angels & Demons,Dan Brown,Mystery Thriller,1
167,Inferno,Dan Brown,Mystery Thriller,1
168,And Then There Were None,Agatha Christie,Mystery,1
169,Murder on the Orient Express,Agatha Christie,Mystery,1
170,The Murder of Roger Ackroyd,Agatha Christie,Mystery,1
171,The Hound of the Baskervilles,Arthur Conan Doyle,Mystery,1
172,A Study in Scarlet,Arthur Conan Doyle,Mystery,1
173,The Complete Sherlock Holmes,Arthur Conan Doyle,Mystery,1
174,The Girl with the Dragon Tattoo,Stieg Larsson,Mystery Thriller,1
175,The Maltese Falcon,Dashiell Hammett,Hard-boiled Mystery,1
176,The Big Sleep,Raymond Chandler,Hard-boiled Mystery,1
177,The Godfather,Mario Puzo,Crime Fiction,1
178,Gone Girl,Gillian Flynn,Psychological Thriller,1
179,The Silence of the Lambs,Thomas Harris,Psychological Thriller,1
180,Red Dragon,Thomas Harris,Psychological Thriller,1
181,Hannibal,Thomas Harris,Psychological Thriller,1
182,The Shining,Stephen King,Horror,1
183,It,Stephen King,Horror,1
184,Carrie,Stephen King,Horror,1
185,The Stand,Stephen King,Horror,1
186,Pet Sematary,Stephen King,Horror,1
187,Misery,Stephen King,Psychological Horror,1
188,Salem's Lot,Stephen King,Horror,1
189,Interview with the Vampire,Anne Rice,Gothic Fiction,1
190,The Exorcist,William Peter Blatty,Horror,1
191,House of Leaves,Mark Z. Danielewski,Experimental Horror,1
192,Ghost Story,Peter Straub,Horror,1
193,American Psycho,Bret Easton Ellis,Psychological Horror,1
194,The Call of Cthulhu,H.P. Lovecraft,Cosmic Horror,1
195,At the Mountains of Madness,H.P. Lovecraft,Cosmic Horror,1
196,The Complete Works of H.P. Lovecraft,H.P. Lovecraft,Cosmic Horror,1
197,Rosemary's Baby,Ira Levin,Horror,1
198,I Am Legend,Richard Matheson,Horror,1
199,Harry Potter and the Philosopher's Stone,J.K. Rowling,Fantasy,1
200,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy,1
201,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Fantasy,1
202,Harry Potter and the Goblet of Fire,J.K. Rowling,Fantasy,1
203,Harry Potter and the Order of the Phoenix,J.K. Rowling,Fantasy,1
204,Harry Potter and the Half-Blood Prince,J.K. Rowling,Fantasy,1
205,Harry Potter and the Deathly Hallows,J.K. Rowling,Fantasy,1
206,A Game of Thrones,George R.R. Martin,Fantasy,1
207,A Clash of Kings,George R.R. Martin,Fantasy,1
208,A Storm of Swords,George R.R. Martin,Fantasy,1
209,A Feast for Crows,George R.R. Martin,Fantasy,1
210,A Dance with Dragons,George R.R. Martin,Fantasy,1
211,The Fellowship of the Ring,J.R.R. Tolkien,Fantasy,1
212,The Two Towers,J.R.R. Tolkien,Fantasy,1
213,The Return of the King,J.R.R. Tolkien,Fantasy,1
214,The Silmarillion,J.R.R. Tolkien,Fantasy,1
216,Prince Caspian,C.S. Lewis,Fantasy,1
217,The Voyage of the Dawn Treader,C.S. Lewis,Fantasy,1
218,The Silver Chair,C.S. Lewis,Fantasy,1
219,The Horse and His Boy,C.S. Lewis,Fantasy,1
220,The Magician's Nephew,C.S. Lewis,Fantasy,1
221,The Last Battle,C.S. Lewis,Fantasy,1
222,The Name of the Wind,Patrick Rothfuss,Fantasy,1
223,The Wise Man's Fear,Patrick Rothfuss,Fantasy,1
224,The Way of Kings,Brandon Sanderson,Fantasy,1
225,Words of Radiance,Brandon Sanderson,Fantasy,1
226,Oathbringer,Brandon Sanderson,Fantasy,1
227,Mistborn: The Final Empire,Brandon Sanderson,Fantasy,1
228,The Well of Ascension,Brandon Sanderson,Fantasy,1
229,The Hero of Ages,Brandon Sanderson,Fantasy,1
230,The Lies of Locke Lamora,Scott Lynch,Fantasy,1
231,American Gods,Neil Gaiman,Fantasy,1
232,Good Omens,Neil Gaiman and Terry Pratchett,Fantasy,1
233,Neverwhere,Neil Gaiman,Fantasy,1
234,Stardust,Neil Gaiman,Fantasy,1
235,Coraline,Neil Gaiman,Fantasy,1
236,The Ocean at the End of the Lane,Neil Gaiman,Fantasy,1
237,The Colour of Magic,Terry Pratchett,Fantasy,1
238,Guards! Guards!,Terry Pratchett,Fantasy,1
239,Small Gods,Terry Pratchett,Fantasy,1
240,The Wee Free Men,Terry Pratchett,Fantasy,1
241,Going Postal,Terry Pratchett,Fantasy,1
242,The Gunslinger,Stephen King,Fantasy,1
243,The Drawing of the Three,Stephen King,Fantasy,1
244,The Waste Lands,Stephen King,Fantasy,1
245,Wizard and Glass,Stephen King,Fantasy,1
246,Wolves of the Calla,Stephen King,Fantasy,1
247,Song of Susannah,Stephen King,Fantasy,1
248,The Dark Tower,Stephen King,Fantasy,1
249,Jonathan Strange & Mr Norrell,Susanna Clarke,Fantasy,1
250,The Night Circus,Erin Morgenstern,Fantasy,1
251,The Magicians,Lev Grossman,Fantasy,1
252,Uprooted,Naomi Novik,Fantasy,1
253,The Golden Compass,Philip Pullman,Fantasy,1
254,The Subtle Knife,Philip Pullman,Fantasy,1
255,The Amber Spyglass,Philip Pullman,Fantasy,1
256,The Neverending Story,Michael Ende,Fantasy,1
257,Watership Down,Richard Adams,Fantasy,1
258,The Last Unicorn,Peter S. Beagle,Fantasy,1
259,A Wizard of Earthsea,Ursula K. Le Guin,Fantasy,1
260,The Tombs of Atuan,Ursula K. Le Guin,Fantasy,1
261,The Farthest Shore,Ursula K. Le Guin,Fantasy,1
262,Tehanu,Ursula K. Le Guin,Fantasy,1
263,The Left Hand of Darkness,Ursula K. Le Guin,Science Fiction,1
264,The Dispossessed,Ursula K. Le Guin,Science Fiction,1
265,Hyperion,Dan Simmons,Science Fiction,1
266,The Fall of Hyperion,Dan Simmons,Science Fiction,1
267,Endymion,Dan Simmons,Science Fiction,1
268,The Rise of Endymion,Dan Simmons,Science Fiction,1
269,Ender's Game,Orson Scott Card,Science Fiction,1
270,Speaker for the Dead,Orson Scott Card,Science Fiction,1
271,Xenocide,Orson Scott Card,Science Fiction,1
272,Children of the Mind,Orson Scott Card,Science Fiction,1
273,Snow Crash,Neal Stephenson,Science Fiction,1
274,Cryptonomicon,Neal Stephenson,Science Fiction,1
275,The Diamond Age,Neal Stephenson,Science Fiction,1
276,Anathem,Neal Stephenson,Science Fiction,1
277,Seveneves,Neal Stephenson,Science Fiction,1
278,Red Mars,Kim Stanley Robinson,Science Fiction,1
279,Green Mars,Kim Stanley Robinson,Science Fiction,1
280,Blue Mars,Kim Stanley Robinson,Science Fiction,1
281,The Forever War,Joe Haldeman,Science Fiction,1
282,Ringworld,Larry Niven,Science Fiction,1
283,Rendezvous with Rama,Arthur C. Clarke,Science Fiction,1
284,Childhood's End,Arthur C. Clarke,Science Fiction,1
285,The Caves of Steel,Isaac Asimov,Science Fiction,1
286,The Naked Sun,Isaac Asimov,Science Fiction,1
287,The Robots of Dawn,Isaac Asimov,Science Fiction,1
288,Prelude to Foundation,Isaac Asimov,Science Fiction,1
289,Foundation and Empire,Isaac Asimov,Science Fiction,1
290,Second Foundation,Isaac Asimov,Science Fiction,1
291,Foundation's Edge,Isaac Asimov,Science Fiction,1
292,The Stars My Destination,Alfred Bester,Science Fiction,1
293,Starship Troopers,Robert A. Heinlein,Science Fiction,1
294,The Moon Is a Harsh Mistress,Robert A. Heinlein,Science Fiction,1
295,Stranger in a Strange Land,Robert A. Heinlein,Science Fiction,1
296,Do Androids Dream of Electric Sheep?,Philip K. Dick,Science Fiction,1
297,Ubik,Philip K. Dick,Science Fiction,1
298,A Scanner Darkly,Philip K. Dick,Science Fiction,1
299,The Man in the High Castle,Philip K. Dick,Science Fiction,1
300,The Three-Body Problem,Liu Cixin,Science Fiction,1
301,The Dark Forest,Liu Cixin,Science Fiction,1
302,Death's End,Liu Cixin,Science Fiction,1
303,Solaris,Stanisław Lem,Science Fiction,1
304,Roadside Picnic,Arkady and Boris Strugatsky,Science Fiction,1
305,Blindsight,Peter Watts,Science Fiction,1
306,Ready Player One,Ernest Cline,Science Fiction,1
307,The Martian,Andy Weir,Science Fiction,1
308,Project Hail Mary,Andy Weir,Science Fiction,1
309,Station Eleven,Emily St. John Mandel,Science Fiction,1
310,The Road,Cormac McCarthy,Post-Apocalyptic Fiction,1
311,Blood Meridian,Cormac McCarthy,Western,1
312,No Country for Old Men,Cormac McCarthy,Crime Fiction,1
313,All the Pretty Horses,Cormac McCarthy,Western,1
314,The Crossing,Cormac McCarthy,Western,1
315,Cities of the Plain,Cormac McCarthy,Western,1
316,The Border Trilogy,Cormac McCarthy,Western,1
317,Lonesome Dove,Larry McMurtry,Western,1
318,True Grit,Charles Portis,Western,1
319,The Sisters Brothers,Patrick deWitt,Western,1
320,The Son,Philipp Meyer,Western,1
321,East of Eden,John Steinbeck,Historical Fiction,1
322,Of Mice and Men,John Steinbeck,Fiction,1
323,The Pearl,John Steinbeck,Fiction,1
324,Cannery Row,John Steinbeck,Fiction,1
325,Tortilla Flat,John Steinbeck,Fiction,1
326,The Winter of Our Discontent,John Steinbeck,Fiction,1
327,The Long Valley,John Steinbeck,Short Stories,1
328,To a God Unknown,John Steinbeck,Fiction,1
329,The Red Pony,John Steinbeck,Fiction,1
330,The Pastures of Heaven,John Steinbeck,Fiction,1
331,Catch-22,Joseph Heller,War Fiction,1
332,Slaughterhouse-Five,Kurt Vonnegut,War Fiction,1
333,All Quiet on the Western Front,Erich Maria Remarque,War Fiction,1
334,The Things They Carried,Tim O'Brien,War Fiction,1
335,The Naked and the Dead,Norman Mailer,War Fiction,1
336,For Whom the Bell Tolls,Ernest Hemingway,War Fiction,1
337,The Red Badge of Courage,Stephen Crane,War Fiction,1
338,Dispatches,Michael Herr,War Memoir,1
339,Matterhorn,Karl Marlantes,War Fiction,1
340,War and Remembrance,Herman Wouk,War Fiction,1
341,The Winds of War,Herman Wouk,War Fiction,1
342,Gone with the Wind,Margaret Mitchell,Historical Fiction,1
343,A Tree Grows in Brooklyn,Betty Smith,Coming-of-age Fiction,1
344,The Good Earth,Pearl S. Buck,Historical Fiction,1
345,Roots,Alex Haley,Historical Fiction,1
346,The Pillars of the Earth,Ken Follett,Historical Fiction,1
347,World Without End,Ken Follett,Historical Fiction,1
348,Shogun,James Clavell,Historical Fiction,1
349,The Name of the Rose,Umberto Eco,Historical Fiction,1
350,The Book Thief,Markus Zusak,Historical Fiction,1
351,All the Light We Cannot See,Anthony Doerr,Historical Fiction,1
352,The Kite Runner,Khaled Hosseini,Historical Fiction,1
353,A Thousand Splendid Suns,Khaled Hosseini,Historical Fiction,1
354,The Nightingale,Kristin Hannah,Historical Fiction,1
355,Wolf Hall,Hilary Mantel,Historical Fiction,1
356,Bring Up the Bodies,Hilary Mantel,Historical Fiction,1
357,The Mirror & the Light,Hilary Mantel,Historical Fiction,1
358,Memoirs of a Geisha,Arthur Golden,Historical Fiction,1
359,The Help,Kathryn Stockett,Historical Fiction,1
360,Outlander,Diana Gabaldon,Historical Fiction,1
361,Dragonfly in Amber,Diana Gabaldon,Historical Fiction,1
362,Voyager,Diana Gabaldon,Historical Fiction,1
363,Drums of Autumn,Diana Gabaldon,Historical Fiction,1
364,The Fiery Cross,Diana Gabaldon,Historical Fiction,1
365,A Breath of Snow and Ashes,Diana Gabaldon,Historical Fiction,1
366,An Echo in the Bone,Diana Gabaldon,Historical Fiction,1
367,Written in My Own Heart's Blood,Diana Gabaldon,Historical Fiction,1
368,Go Tell It on the Mountain,James Baldwin,Semi-autobiographical Fiction,1
369,Giovanni's Room,James Baldwin,LGBT Fiction,1
370,Another Country,James Baldwin,Fiction,1
371,If Beale Street Could Talk,James Baldwin,Fiction,1
372,Middlesex,Jeffrey Eugenides,Coming-of-age Fiction,1
373,The Virgin Suicides,Jeffrey Eugenides,Coming-of-age Fiction,1
374,The Brief Wondrous Life of Oscar Wao,Junot Díaz,Coming-of-age Fiction,1
375,White Teeth,Zadie Smith,Fiction,1
376,On Beauty,Zadie Smith,Fiction,1
377,Swing Time,Zadie Smith,Fiction,1
378,Americanah,Chimamanda Ngozi Adichie,Fiction,1
379,Half of a Yellow Sun,Chimamanda Ngozi Adichie,Historical Fiction,1
380,Purple Hibiscus,Chimamanda Ngozi Adichie,Coming-of-age Fiction,1
381,The Remains of the Day,Kazuo Ishiguro,Historical Fiction,1
382,Never Let Me Go,Kazuo Ishiguro,Dystopian,1
383,The Buried Giant,Kazuo Ishiguro,Fantasy,1
384,An Artist of the Floating World,Kazuo Ishiguro,Historical Fiction,1
385,When We Were Orphans,Kazuo Ishiguro,Mystery,1
386,Norwegian Wood,Haruki Murakami,Coming-of-age Fiction,1
387,The Wind-Up Bird Chronicle,Haruki Murakami,Magical Realism,1
388,Kafka on the Shore,Haruki Murakami,Magical Realism,1
389,1Q84,Haruki Murakami,Magical Realism,1
390,After Dark,Haruki Murakami,Fiction,1
391,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,Science Fiction,1
392,A Wild Sheep Chase,Haruki Murakami,Magical Realism,1
393,Dance Dance Dance,Haruki Murakami,Magical Realism,1
394,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,Fiction,1
395,The Unbearable Lightness of Being,Milan Kundera,Philosophical Fiction,1
396,The Book of Laughter and Forgetting,Milan Kundera,Fiction,1
397,The Joke,Milan Kundera,Fiction,1
398,Life of Pi,Yann Martel,Adventure Fiction,1
399,The Curious Incident of the Dog in the Night-Time,Mark Haddon,Mystery,1
400,The Shadow of the Wind,Carlos Ruiz Zafón,Mystery,1
401,The Angel's Game,Carlos Ruiz Zafón,Mystery,1
402,The Prisoner of Heaven,Carlos Ruiz Zafón,Mystery,1
403,The Labyrinth of the Spirits,Carlos Ruiz Zafón,Mystery,1
404,The Night Circus,Erin Morgenstern,Fantasy,1
405,Water for Elephants,Sara Gruen,Historical Fiction,1
406,Cloud Atlas,David Mitchell,Science Fiction,1
407,The Thousand Autumns of Jacob de Zoet,David Mitchell,Historical Fiction,1
408,The Bone Clocks,David Mitchell,Fantasy,1
409,Slade House,David Mitchell,Horror,1
410,The Goldfinch,Donna Tartt,Fiction,1
411,The Secret History,Donna Tartt,Mystery,1
412,The Little Friend,Donna Tartt,Mystery,1
413,The Night Manager,John le Carré,Espionage Fiction,1
414,Tinker Tailor Soldier Spy,John le Carré,Espionage Fiction,1
415,The Spy Who Came in from the Cold,John le Carré,Espionage Fiction,1
416,A Perfect Spy,John le Carré,Espionage Fiction,1
417,The Constant Gardener,John le Carré,Espionage Fiction,1
418,The Girl on the Train,Paula Hawkins,Psychological Thriller,1
419,Before I Go to Sleep,S.J. Watson,Psychological Thriller,1
420,Rebecca,Daphne du Maurier,Gothic Fiction,1
421,My Cousin Rachel,Daphne du Maurier,Gothic Fiction,1
422,Jamaica Inn,Daphne du Maurier,Gothic Fiction,1
423,The Thirteenth Tale,Diane Setterfield,Gothic Fiction,1
424,Fingersmith,Sarah Waters,Historical Fiction,1
425,The Little Stranger,Sarah Waters,Gothic Fiction,1
426,Affinity,Sarah Waters,Historical Fiction,1
427,Tipping the Velvet,Sarah Waters,Historical Fiction,1
428,The Night Watch,Sarah Waters,Historical Fiction,1
429,The Paying Guests,Sarah Waters,Historical Fiction,1
430,The Girl with All the Gifts,M.R. Carey,Horror,1
431,Bird Box,Josh Malerman,Horror,1
432,World War Z,Max Brooks,Horror,1
433,Let the Right One In,John Ajvide Lindqvist,Horror,1
434,The Historian,Elizabeth Kostova,Horror,1
435,NOS4A2,Joe Hill,Horror,1
436,Heart-Shaped Box,Joe Hill,Horror,1
437,Horns,Joe Hill,Horror,1
438,The Haunting of Hill House,Shirley Jackson,Horror,1
439,We Have Always Lived in the Castle,Shirley Jackson,Gothic Fiction,1
440,The Lottery and Other Stories,Shirley Jackson,Horror,1
441,The Woman in Black,Susan Hill,Gothic Horror,1
442,The Turn of the Screw,Henry James,Gothic Fiction,1
443,The Portrait of a Lady,Henry James,Novel,1
444,The Ambassadors,Henry James,Novel,1
445,The Wings of the Dove,Henry James,Novel,1
446,The Corrections,Jonathan Franzen,Fiction,1
447,Freedom,Jonathan Franzen,Fiction,1
448,Purity,Jonathan Franzen,Fiction,1
449,Infinite Jest,David Foster Wallace,Postmodern Literature,1
450,The Pale King,David Foster Wallace,Fiction,1
451,A Heartbreaking Work of Staggering Genius,Dave Eggers,Memoir,1
452,What Is the What,Dave Eggers,Biographical Novel,1
453,A Hologram for the King,Dave Eggers,Fiction,1
454,The Circle,Dave Eggers,Science Fiction,1
455,The Amazing Adventures of Kavalier & Clay,Michael Chabon,Historical Fiction,1
456,Wonder Boys,Michael Chabon,Fiction,1
457,The Yiddish Policemen's Union,Michael Chabon,Detective Fiction,1
458,Telegraph Avenue,Michael Chabon,Fiction,1
459,The Brief and Frightening Reign of Phil,George Saunders,Satire,1
460,Tenth of December,George Saunders,Short Stories,1
461,Lincoln in the Bardo,George Saunders,Historical Fiction,1
462,Everything Is Illuminated,Jonathan Safran Foer,Fiction,1
463,Extremely Loud & Incredibly Close,Jonathan Safran Foer,Novel,1
464,Here I Am,Jonathan Safran Foer,Fiction,1
465,White Noise,Don DeLillo,Postmodern Literature,1
466,Underworld,Don DeLillo,Novel,1
467,Libra,Don DeLillo,Historical Fiction,1
468,Mao II,Don DeLillo,Novel,1
469,Falling Man,Don DeLillo,Novel,1
470,Zero K,Don DeLillo,Science Fiction,1
471,The Road,Cormac McCarthy,Post-Apocalyptic Fiction,1
472,Blood Meridian,Cormac McCarthy,Western,1
473,Suttree,Cormac McCarthy,Southern Gothic,1
474,Child of God,Cormac McCarthy,Southern Gothic,1
475,The Orchard Keeper,Cormac McCarthy,Southern Gothic,1
476,Outer Dark,Cormac McCarthy,Southern Gothic,1
477,The Sunset Limited,Cormac McCarthy,Play,1
478,The Counselor,Cormac McCarthy,Screenplay,1
479,The Passenger,Cormac McCarthy,Novel,1
480,Stella Maris,Cormac McCarthy,Novel,1
481,The Underground Railroad,Colson Whitehead,Historical Fiction,1
482,The Nickel Boys,Colson Whitehead,Historical Fiction,1
483,Zone One,Colson Whitehead,Horror,1
484,The Intuitionist,Colson Whitehead,Speculative Fiction,1
485,Sag Harbor,Colson Whitehead,Coming-of-age Fiction,1
486,John Henry Days,Colson Whitehead,Fiction,1
487,Apex Hides the Hurt,Colson Whitehead,Fiction,1
488,The Noble Hustle,Colson Whitehead,Memoir,1
489,Harlem Shuffle,Colson Whitehead,Crime Fiction,1
490,The Amazing Adventures of Kavalier & Clay,Michael Chabon,Historical Fiction,1
491,The New York Trilogy,Paul Auster,Postmodern Detective Fiction,1
492,4 3 2 1,Paul Auster,Novel,1
